reason,study_slug,identity_key,matched_reading_ref,occasion_id,occasion_short_label,bridge_basis,confidence,season,service,hour,slot,source_locator
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),abib-15-01,The Departure of St. Ephraem El-Soriani (The Syrian),collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),amshir-09-01,"The Departure of St. Barsauma, the Father of the Syrian Monks",collection-type,medium,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),amshir-09-01,"The Departure of St. Barsauma, the Father of the Syrian Monks",collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),amshir-30-01,The Appearance of the Head of St. John the Baptist,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),bashans-02-01,The Departure of the righteous Job,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),bashans-14-01,"The Departure of St. Pachomius (Pakhom), the Father of the Spiritual Communal Monastic life (Cenobitic life)",collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),bashans-21-01,The Commemoration of the Holy and Pure Virgin Mary,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),bashans-29-01,The Departure Of St. Simon the Stylite,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
missing or inferred bridge_basis,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),bashons-21,Bashons 21,missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),bashons-21,Bashons 21,missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
missing or inferred bridge_basis,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),bashons-29,Bashons 29,missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),bashons-29,Bashons 29,missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),baunah-24-01,The Martyrdom of the Great Saint Anba Moses the Black,collection-type,medium,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),baunah-24-01,The Martyrdom of the Great Saint Anba Moses the Black,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
missing or inferred bridge_basis,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),great-lent,Great Lent,missing,,Great Lent,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
missing or inferred bridge_basis,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),kiak-17,Kiak 17,missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),kiak-17,Kiak 17,missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),kiyahk-17-01,The Commemoration of the Departure of St. Luke the Stylite and the Relocation of His Holy Relics,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),mesra-03-01,The Relocation of the Body of St. Simon (Simeon) the Stylite to the city of Antioch,collection-type,medium,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),mesra-03-01,The Relocation of the Body of St. Simon (Simeon) the Stylite to the city of Antioch,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),tut-14-01,The Departure of St. Agathon the Stylite,collection-type,medium,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_55a7cb8e72c29a6a8f73,Ps 61:1-3 (LXX Ps 60:1-3),tut-14-01,The Departure of St. Agathon the Stylite,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=22; cache/copticchurch_html:row 13103; source_ref=Ps 61:1-3
no 69 collection_type match,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_645f16f139511a745024,Ps 61:8 (LXX Ps 60:8),baunah-03-01,The Construction of the first church of St. George in the cities of Birma and Beer Maa (Water Well) in the Oases,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 4841; source_ref=Ps 61:8
missing or inferred bridge_basis,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_855facb40aa67de39106,"Ps 61:1,61:5 (LXX Ps 60:1; Ps 60:5)",saturday-of-the-fourth-week-of-great-lent,Saturday of the fourth week of Great Lent,missing,,Great Lent,Liturgy,,Psalm,"https://copticchurch.net/readings?g_year=2023&g_month=03&g_day=18; cache/copticchurch_html:row 11872; source_ref=Ps 61:1,61:5"
missing or inferred bridge_basis,psalm-61-lxx-60-lead-me-to-the-rock-that-is-higher-than-i,rid_d17a35492bb2463cb31d,Ps 61 (LXX Ps 60),daily-hours,daily_hours,missing,,Agpeya,Sixth Hour (Sext),Sixth Hour (Sext),psalm,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf; build_agpeya_reference.py curated rows:row 36; source_ref=Ps 61
missing or inferred bridge_basis,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_00de28edc62a694408d5,"Ps 62:2,62:7 (LXX Ps 61:2; Ps 61:7)",tuesday-eve,Tuesday Eve,missing,,Pascha / Holy Week,First Hour,First Hour,Psalm,"out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 3947; source_ref=Ps 62:2,62:7"
no source for link,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_00de28edc62a694408d5,"Ps 62:2,62:7 (LXX Ps 61:2; Ps 61:7)",tuesday-eve,Tuesday Eve,missing,,Pascha / Holy Week,First Hour,First Hour,Psalm,"out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 3947; source_ref=Ps 62:2,62:7"
missing or inferred bridge_basis,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_894d6f6c4b42c8873d97,Ps 62:3 (LXX Ps 61:3),sunday-tout-19-feast-of-the-cross,"Sunday, Tout 19 (Feast of the Cross)",missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=09&g_day=29; cache/copticchurch_html:row 17524; source_ref=Ps 62:3
missing or inferred bridge_basis,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_894d6f6c4b42c8873d97,Ps 62:3 (LXX Ps 61:3),tout-19-feast-of-the-cross,Tout 19 (Feast of the Cross),missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=09&g_day=29; cache/copticchurch_html:row 17524; source_ref=Ps 62:3
missing or inferred bridge_basis,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_8be9daf4ab53e4424614,Ps 62:6-7 (LXX Ps 61:6-7),monday-eve,Monday Eve,missing,,Pascha / Holy Week,First Hour,First Hour,Psalm,"out/data/pascha_day_hour_index.csv:row 19; source_ref=Ps 62:7,6; Luke 13:23-30"
no source for link,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_8be9daf4ab53e4424614,Ps 62:6-7 (LXX Ps 61:6-7),monday-eve,Monday Eve,missing,,Pascha / Holy Week,First Hour,First Hour,Psalm,"out/data/pascha_day_hour_index.csv:row 19; source_ref=Ps 62:7,6; Luke 13:23-30"
missing or inferred bridge_basis,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_8be9daf4ab53e4424614,Ps 62:6-7 (LXX Ps 61:6-7),thursday-eve,Thursday Eve,missing,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,Psalm,"out/data/pascha_day_hour_index.csv:row 19; source_ref=Ps 62:7,6; Luke 13:23-30"
no source for link,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_8be9daf4ab53e4424614,Ps 62:6-7 (LXX Ps 61:6-7),thursday-eve,Thursday Eve,missing,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,Psalm,"out/data/pascha_day_hour_index.csv:row 19; source_ref=Ps 62:7,6; Luke 13:23-30"
missing or inferred bridge_basis,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_8be9daf4ab53e4424614,Ps 62:6-7 (LXX Ps 61:6-7),tuesday-eve,Tuesday Eve,missing,,Pascha / Holy Week,First Hour,First Hour,Psalm,"out/data/pascha_day_hour_index.csv:row 19; source_ref=Ps 62:7,6; Luke 13:23-30"
no source for link,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_8be9daf4ab53e4424614,Ps 62:6-7 (LXX Ps 61:6-7),tuesday-eve,Tuesday Eve,missing,,Pascha / Holy Week,First Hour,First Hour,Psalm,"out/data/pascha_day_hour_index.csv:row 19; source_ref=Ps 62:7,6; Luke 13:23-30"
missing or inferred bridge_basis,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_d86e844627c14d972d26,Ps 62:2 (LXX Ps 61:2),sunday-tout-19-feast-of-the-cross,"Sunday, Tout 19 (Feast of the Cross)",missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=09&g_day=29; cache/copticchurch_html:row 17523; source_ref=Ps 62:2
missing or inferred bridge_basis,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_d86e844627c14d972d26,Ps 62:2 (LXX Ps 61:2),tout-19-feast-of-the-cross,Tout 19 (Feast of the Cross),missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=09&g_day=29; cache/copticchurch_html:row 17523; source_ref=Ps 62:2
missing or inferred bridge_basis,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_e6602cabb995734ea8e0,Ps 62:5 (LXX Ps 61:5),sunday-tout-19-feast-of-the-cross,"Sunday, Tout 19 (Feast of the Cross)",missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=09&g_day=29; cache/copticchurch_html:row 17525; source_ref=Ps 62:5
missing or inferred bridge_basis,psalm-62-lxx-61-my-soul-is-subject-to-god-alone,rid_e6602cabb995734ea8e0,Ps 62:5 (LXX Ps 61:5),tout-19-feast-of-the-cross,Tout 19 (Feast of the Cross),missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=09&g_day=29; cache/copticchurch_html:row 17525; source_ref=Ps 62:5
no 69 collection_type match,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_1cf9895590ee36de5e6d,Ps 63:6 (LXX Ps 62:6),babah-02-01,"The Coming of Saint Severus, Patriarch of Antioch, to Egypt",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2022&g_month=10&g_day=23; cache/copticchurch_html:row 10370; source_ref=Ps 63:6
missing or inferred bridge_basis,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_1cf9895590ee36de5e6d,Ps 63:6 (LXX Ps 62:6),the-second-sunday-of-baba,The second Sunday of Baba,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2022&g_month=10&g_day=23; cache/copticchurch_html:row 10370; source_ref=Ps 63:6
no 69 collection_type match,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_1cf9895590ee36de5e6d,Ps 63:6 (LXX Ps 62:6),the-second-sunday-of-baba,The second Sunday of Baba,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2022&g_month=10&g_day=23; cache/copticchurch_html:row 10370; source_ref=Ps 63:6
missing or inferred bridge_basis,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_26cc1d8a0f3a6b74753d,Ps 63:1 (LXX Ps 62:1),great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,missing,,Great Lent,matins_psalm,,matins_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 5606; source_ref=Ps 63:1-1
missing or inferred bridge_basis,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_26cc1d8a0f3a6b74753d,Ps 63:1 (LXX Ps 62:1),thursday-of-the-seventh-week-of-great-lent,Thursday of the seventh week of Great Lent,missing,,Great Lent,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 5606; source_ref=Ps 63:1-1
missing or inferred bridge_basis,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_26cc1d8a0f3a6b74753d,Ps 63:1 (LXX Ps 62:1),wednesday-of-the-second-week-of-the-holy-fifty-days,Wednesday of the second week of the holy fifty days,missing,,Holy Fifty Days,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 5606; source_ref=Ps 63:1-1
missing or inferred bridge_basis,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_6d6372da328674741865,Ps 63 (LXX Ps 62),daily-hours,daily_hours,missing,,Agpeya,First Hour (Prime / Morning Prayer),First Hour (Prime / Morning Prayer),psalm,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf; build_agpeya_reference.py curated rows:row 15; source_ref=Ps 63
missing or inferred bridge_basis,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_6d6372da328674741865,Ps 63 (LXX Ps 62),daily-hours,daily_hours,missing,,Agpeya,Sixth Hour (Sext),Sixth Hour (Sext),psalm,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf; build_agpeya_reference.py curated rows:row 15; source_ref=Ps 63
missing or inferred bridge_basis,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_7b4d55a668b44a8c50f0,Ps 63:2 (LXX Ps 62:2),wednesday-of-the-second-week-of-the-holy-fifty-days,Wednesday of the second week of the holy fifty days,missing,,Holy Fifty Days,Matins,,Psalm,https://copticchurch.net/readings?g_year=2020&g_month=04&g_day=29; cache/copticchurch_html:row 1086; source_ref=Ps 63:2
no 69 collection_type match,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_8d096afa496c0aaf2e84,Ps 63:3 (LXX Ps 62:3),babah-02-01,"The Coming of Saint Severus, Patriarch of Antioch, to Egypt",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2022&g_month=10&g_day=23; cache/copticchurch_html:row 10371; source_ref=Ps 63:3
missing or inferred bridge_basis,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_8d096afa496c0aaf2e84,Ps 63:3 (LXX Ps 62:3),the-second-sunday-of-baba,The second Sunday of Baba,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2022&g_month=10&g_day=23; cache/copticchurch_html:row 10371; source_ref=Ps 63:3
no 69 collection_type match,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_8d096afa496c0aaf2e84,Ps 63:3 (LXX Ps 62:3),the-second-sunday-of-baba,The second Sunday of Baba,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2022&g_month=10&g_day=23; cache/copticchurch_html:row 10371; source_ref=Ps 63:3
no 69 collection_type match,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_d31629051a77981128c4,Ps 63:1-2 (LXX Ps 62:1-2),babah-01-01,The Martyrdom of Saint Anastasia,collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 5798; source_ref=Ps 63:1-2
missing or inferred bridge_basis,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_d31629051a77981128c4,Ps 63:1-2 (LXX Ps 62:1-2),holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,missing,,Holy Fifty Days,matins_psalm,,matins_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 5798; source_ref=Ps 63:1-2
no source for link,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_d31629051a77981128c4,Ps 63:1-2 (LXX Ps 62:1-2),holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,missing,,Holy Fifty Days,matins_psalm,,matins_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 5798; source_ref=Ps 63:1-2
missing or inferred bridge_basis,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_d31629051a77981128c4,Ps 63:1-2 (LXX Ps 62:1-2),the-first-sunday-of-baba,The first Sunday of Baba,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 5798; source_ref=Ps 63:1-2
no 69 collection_type match,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_d31629051a77981128c4,Ps 63:1-2 (LXX Ps 62:1-2),the-first-sunday-of-baba,The first Sunday of Baba,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 5798; source_ref=Ps 63:1-2
no 69 collection_type match,psalm-63-lxx-62-thirsting-for-thee-in-a-dry-land,rid_e495eb58ea419dfc76c9,Ps 63:4 (LXX Ps 62:4),babah-02-01,"The Coming of Saint Severus, Patriarch of Antioch, to Egypt",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2022&g_month=10&g_day=23; cache/copticchurch_html:row 10372; source_ref=Ps 63:4
